museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,nom_ent,nom_mun,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,pagina_web3,email,facebook,twitter,instagram,gmaps_longitud,gmaps_latitud,museo_salas_exhibicion_c,museo_salas_exhibicion_tmp_c,link_sic,fecha_mod,museo_num_ext,museo_calle,direccion_complemento,museo_descripcion
2190,Museo del Perfume MUPE,8,2019-07-01,No disponible,Ciudad de México,Cuauhtémoc,Tacuba 12,Centro Histórico,06010,55 5086 4633,https://museodelperfume.com.mx/,,,contacto@museodelperfume.com.mx,https://www.facebook.com/mxmupe,mupe_mx,,-99.13852,19.43595,6,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2190,2024-10-25 10:48:41-06,12,Tacuba,,
2110,Museo del Pulque y las pulquerías,8,2019-02-08,"Asociación Nacional de Pulquerías Tradicionales, A.C.",Ciudad de México,Cuauhtémoc,"Av. Hidalgo 107, Ex Convento de San Hipólito",Col. Guerrero,06300,55 7160 45 02,https://www.mupyp.mx/es/,,,museo@mupyp.mx,https://www.facebook.com/mupyp/,mupyp_mx,,-99.1474,19.43777,2,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2110,2023-04-04 14:05:37-06,107,"Av. Hidalgo , Ex Convento de San Hipólito",,
1550,Museo del Tecpan,7,1960-01-01,Secretaría de Cultura/INAH,Ciudad de México,Cuauhtémoc,Av. Reforma Norte 630,"U.H. Tlatelolco, 3ra. sección",06300,55 5583 0295,,https://www.contlatelolco.xyz/2023/10/18/museo-del-tecpan/,https://lugares.inah.gob.mx/en/museos-inah/exposiciones/exposicion/24106-2254-exposici%C3%B3n-permanente-del-museo-del-tecpan.html?expo_id=24106&lugar_id=24104,za.tlatelolco@inah.gob.mx,https://www.facebook.com/ZATlatelolcoINAH,,,-99.13421,19.44997,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1550,2024-10-10 12:17:32-06,630,Av. Reforma Norte,,
907,Museo del Telégrafo,5,2006-11-22,Telecomunicaciones de México (Telecom),Ciudad de México,Cuauhtémoc,Tacuba 8,Centro,06620,55 5521 9351 ,https://www.gob.mx/telecomm/articulos/museo-del-telegrafo-desde-casa?idiom=es,,,museotelegrafo@telecomm.gob.mx,https://www.facebook.com/Museodeltelegrafo/,museotelegrafo,,-99.13902,19.43613,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=907,2020-04-23 13:07:51-05,8,Tacuba,,
476,Museo del Templo Mayor,4,1987-10-12,Secretaría de Cultura/INAH,Ciudad de México,Cuauhtémoc,Seminario 8,Centro Histórico,06060,"55 4166 0780 al 84 exts. 412901, 412902",http://www.inah.gob.mx/red-de-museos/292-museo-de-sitio-del-templo-mayor,https://www.templomayor.inah.gob.mx/,https://lugares.inah.gob.mx/lugar-75-es,difusion.mntm@inah.gob.mx; direccion.mtm@inah.gob.mx,,mustemplomayor,,-99.13116,19.43494,8,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=476,2024-08-05 08:27:05-06,8,Seminario,,
1473,Museo del Tequila y el Mezcal (MUTEM),6,2010-12-11,"Integradora de Culturas y Raíces Mexicanas, S.A. de C.V.",Ciudad de México,Cuauhtémoc,Eje Central Lázaro Cárdenas s/n,Centro,06010,55 5526 6540,http://www.mutemgaribaldi.mx,,,info@mutemgaribaldi.mx,,mutemgaribaldi,,-99.13946,19.44057,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1473,2021-03-05 05:29:56-06,s/n,Eje Central Lázaro Cárdenas,,
2360,Palacio Nacional,8,1951-01-01,SHCP/Dirección General de la Conservaduría de Palacio Nacional y Patrimonio Cultural,Ciudad de México,Cuauhtémoc,Plaza de la Constitución s/n,Centro,06000,"55 3688 1100 exts. 81666, 81656",https://www.gob.mx/palacionacional ,,,visitas_guiadas@hacienda.gob.mx,,,,-99.13148,19.43251,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2360,2024-10-18 13:53:10-06,s/n,Plaza de la Constitución,,
854,Palacio de Cultura Banamex (Palacio de Iturbide),2,1971-11-15,"Fomento Cultural Banamex, A.C.",Ciudad de México,Cuauhtémoc,Francisco I. Madero 17,Centro Histórico,06000,55 1226 0004,http://fomentoculturalbanamex.org/,,,contacto@fomentoculturalbanamex.org; fernando.gomezgoyzueta@citibanamex.com,https://www.facebook.com/fomentoculturalbanamex,FomentoCulturAC ,,-99.13906,19.43352,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=854,2022-10-10 03:40:20-05,17,Francisco I. Madero,,
691,Palacio de la Escuela de Medicina,1,1980-12-22,UNAM/Facultad de Medicina,Ciudad de México,Cuauhtémoc,"Rep. de Brasil 33, Plaza Santo Domingo",Centro Histórico,06000,"55 5623 3123, 55 5623 3151",,http://pem.facmed.unam.mx,,coordinacion.pmed@gmail.com; cejecutivapem@hotmail.com; nuria.diaz@unam.mx,https://www.facebook.com/PalacioDeMedicinaUnam/,palaciomedicina,,-99.13332,19.43789,23,4,http://sic.gob.mx/ficha.php?table=museo&table_id=691,2020-04-28 10:45:52-05,33,"Rep. de Brasil , Plaza Santo Domingo",,
375,Papalote Museo del Niño Chapultepec,5,1993-11-05,"Museo Interactivo Infantil, A.C. ",Ciudad de México,Miguel Hidalgo,Av. Constituyentes 268,"Col. Daniel Garza, 2da. Sección del Bosque de Chapultepec",11830,55 5237 1700,https://www.papalote.org.mx/,,,,https://www.facebook.com/PapaloteMuseo,Papalote_Museo,,-99.19455,19.41152,5,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=375,2022-12-08 08:26:20-06,268,Av. Constituyentes,,
757,Pinacoteca del Templo La Profesa (cerrada hasta nuevo aviso),2,1988-03-26,Congregación del Oratorio de San Felipe Neri de México,Ciudad de México,Cuauhtémoc,Isabel la Católica 21,Centro Histórico,06000,(55) 5521 8362,,,,pinacotecadelaprofesa@outlook.com,,,,-99.13633,19.43367,4,0,http://sic.gob.mx/ficha.php?table=museo&table_id=757,2020-04-28 10:19:09-05,21,Isabel la Católica,,
1776,Planetario Joaquín Gallo,5,1000-01-01,Sociedad Astronómica de México (SAM),Ciudad de México,Benito Juárez,Av. División del Norte s/n esq. Miguel Laurent. Parque Francisco Villa (Parque de los Venados),Col. Santa Cruz Atoyac,03310,,,https://cartelera.cdmx.gob.mx/10356/21-01-2023/planetario-joaquin-gallo,,info@sam.org.mx,https://www.facebook.com/pages/Planetario-Joaquin-Gallo/291785930875683,,,-99.15724,19.37362,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=1776,2023-03-14 09:15:41-06,s/n,Av. División del Norte  esq. Miguel Laurent. Parque Francisco Villa (Parque de los Venados),,
1079,Recinto Parlamentario,7,1972-01-31,SHCP/Dirección General de la Conservaduría de Palacio Nacional y Patrimonio Cultural,Ciudad de México,Cuauhtémoc,Plaza de la Constitución s/n,Centro,06000,"55 3688 1100 exts. 81666, 81656",https://www.gob.mx/palacionacional ,,,visitas_guiadas@hacienda.gob.mx ,,,,-99.13151,19.43248,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=1079,2023-07-17 08:22:53-06,s/n,Plaza de la Constitución,,
974,Recinto de Homenaje a Don Benito Juárez,7,1957-07-18,SHCP/Dirección General de la Conservaduría de Palacio Nacional y Patrimonio Cultural,Ciudad de México,Cuauhtémoc,Plaza de la Constitución s/n,Centro Histórico,06066,"55 3688 1100 exts. 81666, 81656",https://www.gob.mx/palacionacional ,https://www.gob.mx/cms/uploads/attachment/file/803379/Visita_PalNal1-comprimido.pdf,,visitas_guiadas@hacienda.gob.mx ,,,,-99.13156,19.43257,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=974,2023-07-18 06:08:29-06,s/n,Plaza de la Constitución,,
786,Sala de Arte Público Siqueiros,2,1969-01-29,Secretaría de Cultura/INBA,Ciudad de México,Miguel Hidalgo,Tres Picos 29,Col. Polanco,11560,55 8647 5340 y 43,http://saps-latallera.org/,,,saps.difusion@inba.gob.mx,https://www.facebook.com/saladeartepublicosiqueiros/,,,-99.18736,19.42875,6,1,http://sic.gob.mx/ficha.php?table=museo&table_id=786,2021-03-08 03:43:55-06,29,Tres Picos,,
711,Sala de la Odontología Mexicana Dr. Samuel Fastlicht,5,2004-10-23,UNAM/Facultad de Odontología,Ciudad de México,Cuauhtémoc,Primo Verdad 2,Centro Histórico,06020,55 5522 7128,,,,dephistfo@yahoo.com.mx,,,,-99.13074,19.43435,-1,-1,http://sic.gob.mx/ficha.php?table=museo&table_id=711,2020-04-23 15:46:55-05,2,Primo Verdad,,
2352,Salón de la Plástica Mexicana,8,1000-01-01,INBA,Ciudad de México,Cuauhtémoc,Colima 196,Roma Norte,06700,55 8647 5260,https://inba.gob.mx/recinto/27,https://salondelaplasticamexicana.inba.gob.mx/,,,,,,-99.16115,19.4197,0,0,http://sic.gob.mx/ficha.php?table=museo&table_id=2352,2023-05-02 06:56:56-06,196,Colima,,
